			1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
45	0.06	46	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
46	0.061	47	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
47	0.062	48	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
48	0.063	49	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
49	0.064	50	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
50	0.065	51	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
51	0.066	52	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
52	0.067	53	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
53	0.068	54	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
54	0.069	55	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
55	0.070	56	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
56	0.071	57	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
57	0.072	58	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
58	0.073	59	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
59	0.074	60	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
60	0.075	61	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
61	0.076	62	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
62	0.077	63	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
63	0.078	64	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
64	0.079	65	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
